chave,label_pt,escopo,tipos_uso,tipos_imovel,subtipos_imovel,descricao,categoria_ui,subcategoria_ui,ordem,ativo,sinonimos,observacoes,chave_normalizada
ACADEMIA,Academia,EMPREENDIMENTO,RESIDENCIAL|COMERCIAL,,,Academia (empreendimento),Lazer,Esporte,10,true,academia,,ACADEMIA
ACEITA_ANIMAIS,Aceita animais,IMOVEL,RESIDENCIAL,,,Aceita animais (imovel),Lifestyle,Pets,20,true,aceita animais,,ACEITA_ANIMAIS
SOLARIUM,Solarium,IMOVEL|EMPREENDIMENTO,RESIDENCIAL,Solarium (imovel|empreendimento),Lazer,Água e bem-estar,1500,true,solarium,,SOLARIUM
SPA,Spa,IMOVEL|EMPREENDIMENTO,RESIDENCIAL,Spa (imovel|empreendimento),Lazer,Água e bem-estar,1510,true,spa,,SPA
TV_CABO,TV a cabo,IMOVEL|EMPREENDIMENTO,RESIDENCIAL|COMERCIAL,TV a cabo (imovel|empreendimento),Tecnologia,Conectividade,1520,true,tv a cabo,Chave original contém caracteres fora do padrão técnico: TV A CABO,TV_A_CABO
VARANDA,Varanda,IMOVEL,RESIDENCIAL,Varanda (imovel),Imóvel,Acabamentos e conforto,1530,true,varanda,,VARANDA
VARANDA_FECHADO_VIDRO,Varanda fechada com vidro,IMOVEL,RESIDENCIAL,Varanda fechada com vidro (imovel),Imóvel,Acabamentos e conforto,1540,true,varanda fechada com vidro,,VARANDA_FECHADO_VIDRO
VARANDA_GOURMET,Varanda gourmet,IMOVEL,RESIDENCIAL,Varanda gourmet (imovel),Imóvel,Acabamentos e conforto,1550,true,varanda gourmet,,VARANDA_GOURMET
VENTILACAO_NATURAL,Ventilação natural,IMOVEL,RESIDENCIAL|COMERCIAL,Ventilação natural (imovel),Imóvel,Acabamentos e conforto,1560,true,ventilação natural,,VENTILACAO_NATURAL
VESTIARIO_DIARISTAS,Vestiário para diaristas,IMOVEL|EMPREENDIMENTO,RESIDENCIAL|COMERCIAL,Vestiário para diaristas (imovel|empreendimento),Ambiente,Natureza e vista,1570,true,vestiário para diaristas,,VESTIARIO_DIARISTAS
VIGIA,Vigia,IMOVEL|EMPREENDIMENTO,RESIDENCIAL|COMERCIAL,Vigia (imovel|empreendimento),Segurança,Controle de acesso,1580,true,vigia,,VIGIA
VISTA_PANORAMICA,Vista panorâmica,IMOVEL,RESIDENCIAL|COMERCIAL,Vista panorâmica (imovel),Ambiente,Natureza e vista,1590,true,vista panorâmica,,VISTA_PANORAMICA
VISTA_MONTANHA,Vista para a montanha,IMOVEL,RESIDENCIAL|COMERCIAL,Vista para a montanha (imovel),Ambiente,Natureza e vista,1600,true,vista para a montanha,,VISTA_MONTANHA
VISTA_LAGO,Vista para lago,IMOVEL,RESIDENCIAL|COMERCIAL,Vista para lago (imovel),Ambiente,Natureza e vista,1610,true,vista para lago,,VISTA_LAGO
VISTA_MAR,Vista para o mar,IMOVEL,RESIDENCIAL|COMERCIAL,Vista para o mar (imovel),Ambiente,Natureza e vista,1620,true,vista para o mar,,VISTA_MAR
